ＲＡＭ,e,〜である・になる（状態）客観
ＲＦＣ,e,〜である・になる（状態）客観
ＲＳＳ,e,〜がある・高まる（存在・性質）
ＳＡＲＳ,n,〜である・になる（状態）客観
ＳＥ,e,〜である・になる（状態）客観
ＳＰＡＭ,e,〜がある・高まる（存在・性質）
ＳＱＬ,e,〜がある・高まる（存在・性質）
ＳＳ,e,〜である・になる（状態）客観
ＴＫＯ,n,〜する（出来事）
Ｖｅｃｔｏｒ,e,〜である・になる（状態）客観
ＷＷＥ,e,〜である・になる（状態）客観
Ｗｅｂ検索,e,〜する（行為）
Ｗｉｎｎｙ,e,〜である・になる（状態）客観
ｃｏｒｅ,e,〜である・になる（状態）客観
ｅｎｄ,e,〜である・になる（状態）客観
ｈｔｍｌ,e,〜がある・高まる（存在・性質）
ｈｔｔｐ,e,〜である・になる（状態）客観
ｔｘｔ,e,〜である・になる（状態）客観
あいさつ,e,〜する（行為）
あいだ,e,〜である・になる（状態）客観
あいつら,e,〜である・になる（状態）客観
あいまい,n,〜である・になる（評価・感情）主観
あいまいさ,e,〜がある・高まる（存在・性質）
あえぎ,e,〜がある・高まる（存在・性質）
あかし,e,〜がある・高まる（存在・性質）
あからさま,n,〜である・になる（評価・感情）主観
あきらめ,n,〜がある・高まる（存在・性質）
あく,e,〜がある・高まる（存在・性質）
あく抜け,p,〜する（出来事）
あこがれ,p,〜がある・高まる（存在・性質）
あご,e,〜である・になる（状態）客観
あざやか,p,〜である・になる（状態）客観
あし,e,〜がある・高まる（存在・性質）
あせも,n,〜である・になる（状態）客観
あたしたち,e,〜である・になる（状態）客観
あたたかさ,p,〜がある・高まる（存在・性質）
あだ,n,〜である・になる（評価・感情）主観
あだおろそか,n,〜である・になる（評価・感情）主観
あだおろそか・あだやおろそか,n,〜である・になる（評価・感情）主観
あだやおろそか,n,〜である・になる（評価・感情）主観
あちら,e,〜である・になる（状態）客観
あっさり,e,〜である・になる（評価・感情）主観
あっし,e,〜である・になる（状態）客観
あっぱれ,p,〜である・になる（評価・感情）主観
あでやか,p,〜である・になる（状態）客観
あどけなさ,p,〜がある・高まる（存在・性質）
あなたがた,e,〜である・になる（状態）客観
あなたらしさ,p,〜がある・高まる（存在・性質）
ありがたさ,p,〜がある・高まる（存在・性質）
ありがたみ,p,〜がある・高まる（存在・性質）
ありがた迷惑,n,〜である・になる（評価・感情）主観
ありのまま,e,〜である・になる（評価・感情）主観
あるがまま,e,〜である・になる（評価・感情）主観
あわ,e,〜である・になる（状態）客観
あんばい,e,〜である・になる（状態）客観
いい加減,e,〜である・になる（評価・感情）主観
いい気持ち,p,〜である・になる（評価・感情）主観
いい気持ち／気分,p,〜である・になる（評価・感情）主観
いい気分,p,〜である・になる（評価・感情）主観
いかがわしさ,n,〜がある・高まる（存在・性質）
いかさま,n,〜する（行為）
いさかい,n,〜がある・高まる（存在・性質）
いざこざ,n,〜がある・高まる（存在・性質）
いざとい,e,〜である・になる（状態）客観
いじめ,n,〜がある・高まる（存在・性質）
いじらしさ,p,〜がある・高まる（存在・性質）
いたずら,n,〜する（行為）
いたずら電話,n,〜する（行為）
いたちごっこ,e,〜である・になる（状態）客観
いたみ,n,〜がある・高まる（存在・性質）
いたわり,p,〜がある・高まる（存在・性質）
いっさい,e,〜である・になる（状態）客観
いっぱい,e,〜である・になる（状態）客観
いとしさ,p,〜がある・高まる（存在・性質）
いのち,p,〜がある・高まる（存在・性質）
いばらの道,n,〜である・になる（評価・感情）主観
いびき,n,〜がある・高まる（存在・性質）
いびり,n,〜がある・高まる（存在・性質）
いぼ,n,〜がある・高まる（存在・性質）
いやおう,e,〜である・になる（状態）客観
いやらしさ,n,〜がある・高まる（存在・性質）
いらいら,n,〜する（出来事）
いらだち,n,〜がある・高まる（存在・性質）
いろんなの,e,〜である・になる（状態）客観
いわれ,e,〜がある・高まる（存在・性質）
うかうか,n,〜する（出来事）
うかつ,n,〜である・になる（評価・感情）主観
うがい,e,〜する（行為）
うさ,n,〜がある・高まる（存在・性質）
うさんくささ,n,〜がある・高まる（存在・性質）
うずき,n,〜がある・高まる（存在・性質）
うそ,n,〜がある・高まる（存在・性質）
うそっぱち,n,〜である・になる（評価・感情）主観
うそ偽り,n,〜がある・高まる（存在・性質）
うそ八百,n,〜である・になる（評価・感情）主観
うたぐり,n,〜がある・高まる（存在・性質）
うたた寝,e,〜する（出来事）
うだうだ,n,〜する（出来事）
うっかり,n,〜する（出来事）
うっちゃり,e,〜である・になる（状態）客観
うってつけ,p,〜である・になる（評価・感情）主観
うっぷん,n,〜がある・高まる（存在・性質）
うっ血,n,〜する（出来事）
うつ,n,〜である・になる（評価・感情）主観
うつ状態,n,〜である・になる（状態）客観
うつ病,n,〜である・になる（評価・感情）主観
うつ伏せ,e,〜である・になる（状態）客観
うなじ,e,〜である・になる（状態）客観
うねり,e,〜がある・高まる（存在・性質）
うぶ,e,〜である・になる（評価・感情）主観
うまさ,p,〜がある・高まる（存在・性質）
うまみ,p,〜がある・高まる（存在・性質）
うま味,p,〜がある・高まる（存在・性質）
うらみ,n,〜がある・高まる（存在・性質）
うらやみ,n,〜がある・高まる（存在・性質）
うるささ,n,〜がある・高まる（存在・性質）
うれしがらせ,e,〜である・になる（評価・感情）主観
うれしさ,p,〜がある・高まる（存在・性質）
うろ覚え,e,〜する（行為）
うわさ,e,〜がある・高まる（存在・性質）
えぐみ,n,〜がある・高まる（存在・性質）
えびす顔,e,〜である・になる（評価・感情）主観
えんま顔,e,〜である・になる（状態）客観
えん罪,n,〜である・になる（状態）客観
おいしさ,p,〜がある・高まる（存在・性質）
おいてきぼり,n,〜する（行為）
おいてけぼり,n,〜する（行為）
おおまか,e,〜である・になる（評価・感情）主観
おかげ,p,〜である・になる（評価・感情）主観
おかしさ,e,〜がある・高まる（存在・性質）
おかぼれ,p,〜する（出来事）
おかめ,e,〜である・になる（状態）客観
おけら,e,〜である・になる（状態）客観
おこづかい,p,〜がある・高まる（存在・性質）
おざなり,n,〜である・になる（評価・感情）主観
おしさ,n,〜がある・高まる（存在・性質）
おしゃれ,p,〜する（行為）
おじけ,n,〜がある・高まる（存在・性質）
おせっかい,n,〜である・になる（評価・感情）主観
おそれ,n,〜がある・高まる（存在・性質）
おぞましさ,n,〜がある・高まる（存在・性質）
おたふく,n,〜である・になる（状態）客観
おたふく風邪,n,〜である・になる（状態）客観
おだて,e,〜である・になる（評価・感情）主観
おだぶつ,n,〜である・になる（状態）客観
おだやか,p,〜である・になる（評価・感情）主観
おちおち,n,〜する（行為）
おっくう,n,〜である・になる（評価・感情）主観
おっとり,e,〜する（行為）
おっぱい,e,〜である・になる（状態）客観
おでき,n,〜がある・高まる（存在・性質）
おなら,n,〜する（出来事）
おねしょ,n,〜する（出来事）
おばけ,e,〜がある・高まる（存在・性質）
おぼこ,e,〜である・になる（評価・感情）主観
おまけ,p,〜がある・高まる（存在・性質）
おまんこ,e,〜である・になる（状態）客観
おみやげ,e,〜がある・高まる（存在・性質）
おむつ,e,〜である・になる（状態）客観
おめでた,p,〜である・になる（評価・感情）主観
おもしろさ,p,〜がある・高まる（存在・性質）
おもてなし,e,〜する（行為）
おもらし,n,〜する（出来事）
おろそか,n,〜である・になる（評価・感情）主観
おカネ,p,〜がある・高まる（存在・性質）
おニュー,p,〜である・になる（評価・感情）主観
お安い御用,e,〜である・になる（評価・感情）主観
お陰,p,〜である・になる（評価・感情）主観
お陰さま,p,〜である・になる（評価・感情）主観
お陰様,p,〜である・になる（評価・感情）主観
お隠れ,n,〜する（行為）
お化け,n,〜がある・高まる（存在・性質）
お家騒動,n,〜がある・高まる（存在・性質）
お花,e,〜である・になる（状態）客観
お花畑,e,〜がある・高まる（存在・性質）
お楽しみ,p,〜がある・高まる（存在・性質）
お気持ち,e,〜がある・高まる（存在・性質）
お客,e,〜がある・高まる（存在・性質）
お客さま,e,〜がある・高まる（存在・性質）
お客様,p,〜がある・高まる（存在・性質）
お客様ご自身,e,〜である・になる（状態）客観
お給料,p,〜がある・高まる（存在・性質）
お許し,e,〜がある・高まる（存在・性質）
お近付き,e,〜する（行為）
お金,p,〜がある・高まる（存在・性質）
お決まり,e,〜である・になる（状態）客観
お見舞い,e,〜する（行為）
お言葉,e,〜がある・高まる（存在・性質）
お祭り気分,p,〜である・になる（評価・感情）主観
お札,e,〜する（行為）
お仕置き,n,〜する（行為）
お使い,e,〜がある・高まる（存在・性質）
お姉ちゃん,e,〜である・になる（状態）客観
お子さま,e,〜である・になる（状態）客観
お持ち,e,〜する（行為）
お時間,e,〜がある・高まる（存在・性質）
お邪魔,n,〜する（行為） & ?〜する（行為）
お手ごろ価格,p,〜である・になる（評価・感情）主観
お手頃価格,p,〜である・になる（評価・感情）主観
お手上げ,n,〜である・になる（評価・感情）主観
お手伝い,e,〜する（行為）
お宿,e,〜がある・高まる（存在・性質）
お祝い,e,〜する（行為）
お出かけ,e,〜する（行為）
お小遣い,p,〜がある・高まる（存在・性質）
お笑い,p,〜がある・高まる（存在・性質）
お上手,p,〜である・になる（評価・感情）主観
お色気,p,〜がある・高まる（存在・性質）
お人好し,e,〜である・になる（評価・感情）主観
お人柄,p,〜がある・高まる（存在・性質）
お世辞抜き,e,〜である・になる（評価・感情）主観
お世話,e,〜する（行為）
お説教,n,〜する（行為）
お体,e,〜がある・高まる（存在・性質）
お題目,e,〜がある・高まる（存在・性質）
お知恵,p,〜がある・高まる（存在・性質）
お定まり,e,〜である・になる（状態）客観
お店,e,〜がある・高まる（存在・性質）
お電話,e,〜がある・高まる（存在・性質）
お土産,e,〜がある・高まる（存在・性質）
お湯,e,〜である・になる（状態）客観
お答え,e,〜する（行為）
お得,p,〜である・になる（評価・感情）主観
お得感,p,〜がある・高まる（存在・性質）
お年玉,p,〜がある・高まる（存在・性質）
お疲れ,n,〜である・になる（評価・感情）主観
お付き合い,e,〜がある・高まる（存在・性質）
お布施,p,〜がある・高まる（存在・性質）
お風邪,e,〜である・になる（状態）客観
お風呂場,e,〜に行く（場所）
お別れ会,e,〜がある・高まる（存在・性質）
お返し,p,〜がある・高まる（存在・性質）
お返事,e,〜がある・高まる（存在・性質）
お便り,p,〜がある・高まる（存在・性質）
お墓,e,〜がある・高まる（存在・性質）
お墨付き,p,〜である・になる（評価・感情）主観
お面,e,〜である・になる（状態）客観
お門違い,n,〜である・になる（評価・感情）主観
お役所仕事,n,〜である・になる（評価・感情）主観
お友達,e,〜である・になる（評価・感情）主観
お遊び,e,〜がある・高まる（存在・性質）
お預け,e,〜する（行為）
お力,e,〜である・になる（評価・感情）主観
お力添え,e,〜する（行為）
お礼,e,〜する（行為）
お話,e,〜する（行為）
お咎め,n,〜がある・高まる（存在・性質）
お洒落,p,〜する（行為）
かい性,e,〜がある・高まる（存在・性質）
かかと,e,〜である・になる（状態）客観
かぎり,e,〜がある・高まる（存在・性質）
かぎ裂き,n,〜がある・高まる（存在・性質）
かげり,n,〜がある・高まる（存在・性質）
かさ,e,〜がある・高まる（存在・性質）
かさぶた,e,〜がある・高まる（存在・性質）
かさ上げ,n,〜する（行為）
かすり傷,n,〜がある・高まる（存在・性質）
かぜ,n,〜である・になる（状態）客観
かた,e,〜がある・高まる（存在・性質）
かたじけなさ,e,〜がある・高まる（存在・性質）
かっこよさ,p,〜がある・高まる（存在・性質）
かっぱらい,n,〜する（行為）
かつら,e,〜である・になる（状態）客観
かなしみ,n,〜がある・高まる（存在・性質）
かぶれ,n,〜がある・高まる（存在・性質）
かもねぎ,e,〜である・になる（評価・感情）主観
かゆさ,n,〜がある・高まる（存在・性質）
かゆみ,n,〜がある・高まる（存在・性質）
かわいさ,p,〜がある・高まる（存在・性質）
かわいそう,n,〜である・になる（評価・感情）主観
かわいらしさ,p,〜がある・高まる（存在・性質）
がけ崩れ,e,〜がある・高まる（存在・性質）
がた,n,〜がある・高まる（存在・性質）
がた落ち,n,〜する（出来事）
がっしり,e,〜である・になる（状態）客観
がっちり,e,〜である・になる（状態）客観
がまん,e,〜する（行為）
がらがら,e,〜である・になる（状態）客観
がん,n,〜である・になる（状態）客観
がん細胞,n,〜がある・高まる（存在・性質）
きずな,p,〜がある・高まる（存在・性質）
きっかけ,e,〜がある・高まる（存在・性質）
きつさ,n,〜がある・高まる（存在・性質）
きびしさ,e,〜がある・高まる（存在・性質）
きまり,e,〜がある・高まる（存在・性質）
きめ細かさ,p,〜がある・高まる（存在・性質）
きゃしゃ,n,〜である・になる（評価・感情）主観
きらびやか,p,〜である・になる（評価・感情）主観
きりん児,p,〜である・になる（評価・感情）主観
きれい,p,〜である・になる（評価・感情）主観
きれい事,n,〜である・になる（評価・感情）主観
きわまり,e,〜である・になる（状態）客観
ぎこちなさ,n,〜がある・高まる（存在・性質）
ぎっくり腰,n,〜である・になる（状態）客観
ぎりぎり,n,〜である・になる（評価・感情）主観
ぎんぎん,e,〜である・になる（評価・感情）主観
くしゃみ,e,〜する（行為）
くじ運,p,〜がある・高まる（存在・性質）
くせ毛,e,〜である・になる（状態）客観
くそ力,p,〜がある・高まる（存在・性質）
くたくた,n,〜である・になる（評価・感情）主観
くたびれ,n,〜である・になる（状態）客観
くたびれもうけ,n,〜である・になる（評価・感情）主観
くだらなさ,n,〜がある・高まる（存在・性質）
くちびる,e,〜である・になる（状態）客観
くつろぎ,p,〜がある・高まる（存在・性質）
くどさ,n,〜がある・高まる（存在・性質）
くも膜下出血,n,〜である・になる（状態）客観
くやしさ,n,〜がある・高まる（存在・性質）
くる病,n,〜である・になる（状態）客観
ぐうたら,?p?n,〜する（行為）
ぐちゃぐちゃ,n,〜である・になる（状態）客観
ぐりぐり,e,〜する（行為）
けが,n,〜する（出来事）
けがれ,n,〜がある・高まる（存在・性質）
けが人,n,〜がある・高まる（存在・性質）
けだるさ,n,〜がある・高まる（存在・性質）
けち,n,〜である・になる（評価・感情）主観
けったい,n,〜である・になる（状態）客観
けなげ,p,〜である・になる（評価・感情）主観
けり,e,〜がある・高まる（存在・性質）
けんか,n,〜する（行為） & !〜する（出来事）もあり
けんか腰,n,〜である・になる（評価・感情）主観
げき,e,〜がある・高まる（存在・性質）
げた,e,〜である・になる（状態）客観
げんなり,n,〜する（出来事）
こいつら,e,〜である・になる（状態）客観
こく,p,〜がある・高まる（存在・性質）
ここ,e,〜である・になる（状態）客観
ここら,e,〜である・になる（状態）客観
こそ泥,n,〜である・になる（評価・感情）主観
こだわり,?p?n,〜がある・高まる（存在・性質）
こちこち,n,〜である・になる（状態）客観
このまま,e,〜である・になる（状態）客観
この世,e,〜である・になる（状態）客観
こび,n,〜がある・高まる（存在・性質）
こまめ,p,〜である・になる（評価・感情）主観
こらえ性,p,〜がある・高まる（存在・性質）
こわさ,n,〜がある・高まる（存在・性質）
こんとん,n,〜がある・高まる（存在・性質）
ごあいさつ,e,〜する（行為）
ごたごた,n,〜がある・高まる（存在・性質）
ごたまぜ,n,〜である・になる（状態）客観
ごちゃまぜ,n,〜である・になる（状態）客観
ごまかし,n,〜がある・高まる（存在・性質）
ごまのはえ,n,〜である・になる（状態）客観
ごみ,n,〜がある・高まる（存在・性質）
ごみ減量,e,〜する（行為）
ごろごろ,e,〜する（行為）
ご愛顧,e,〜する（行為）
ご挨拶,e,〜する（行為）
ご案内,e,〜する（行為）
ご意見ご要望,e,〜がある・高まる（存在・性質）
ご縁,p,〜がある・高まる（存在・性質）
ご家庭,e,〜がある・高まる（存在・性質）
ご活躍,p,〜する（行為）
ご感想,e,〜がある・高まる（存在・性質）
ご希望,e,〜がある・高まる（存在・性質）
ご機嫌,p,〜である・になる（評価・感情）主観
ご協力,e,〜する（行為）
ご教示,e,〜する（行為）
ご興味,p,〜がある・高まる（存在・性質）
ご苦労,n,〜がある・高まる（存在・性質）
ご好評,p,〜である・になる（状態）客観
ご講演,e,〜する（行為）
ご賛同,e,〜する（行為）
ご指示,e,〜する（行為）
ご指導,e,〜する（行為）
ご指導ご鞭撻,e,〜する（行為）
ご支援,e,〜する（行為）
ご支援ご協力,e,〜する（行為）
ご支持,e,〜する（行為）
ご主人様,e,〜である・になる（状態）客観
ご祝辞,e,〜する（行為）
ご助言,e,〜する（行為）
ご紹介,e,〜する（行為）
ご心配,n,〜する（行為）
ご尽力,e,〜する（行為）
ご声援,e,〜する（行為）
ご先祖様,e,〜である・になる（状態）客観
ご提案,e,〜する（行為）
ご都合主義,n,〜である・になる（評価・感情）主観
ご入金,e,〜する（行為）
ご配慮,e,〜する（行為）
ご病気,n,〜である・になる（状態）客観
ご不便,n,〜である・になる（評価・感情）主観
ご返事,e,〜する（行為）
ご鞭撻,e,〜する（行為）
ご褒美,p,〜がある・高まる（存在・性質）
ご満足,p,〜する（出来事）
ご迷惑,n,〜する（出来事）
ご予約,e,〜する（行為）
ご要望,e,〜する（行為）
ご利益,n,〜がある・高まる（存在・性質）
ご了解,e,〜する（行為）
ご了承,e,〜する（行為）
ご連絡,e,〜する（行為）
さっぱり,p,〜する（出来事）
さばさば,p,〜する（出来事）
さび,n,〜がある・高まる（存在・性質）
さびしさ,n,〜がある・高まる（存在・性質）
さみしさ,n,〜がある・高まる（存在・性質）
さら,e,〜である・になる（状態）客観
さわやか,p,〜である・になる（評価・感情）主観
さわやかさ,p,〜がある・高まる（存在・性質）
ざらつき,n,〜がある・高まる（存在・性質）
ざわめき,n,〜がある・高まる（存在・性質）
しあわせ,p,〜である・になる（評価・感情）主観
しがらみ,n,〜がある・高まる（存在・性質）
しくじり,n,〜がある・高まる（存在・性質）
しこめ,n,〜である・になる（評価・感情）主観
しこり,n,〜がある・高まる（存在・性質）
したい放題,n,〜である・になる（状態）客観
したたか,n,〜である・になる（評価・感情）主観
しっかり,p,〜する（出来事）
しっぺ返し,n,〜がある・高まる（存在・性質）
しつこさ,n,〜がある・高まる（存在・性質）
しとやか,p,〜である・になる（評価・感情）主観
しなやか,p,〜である・になる（評価・感情）主観
しなやかさ,p,〜がある・高まる（存在・性質）
しびれ,n,〜がある・高まる（存在・性質）
しみ,n,〜がある・高まる（存在・性質）
しゃがれ声,e,〜である・になる（状態）客観
しゃっくり,n,〜がある・高まる（存在・性質）
しゃれ男,p,〜である・になる（評価・感情）主観
しゃんと,e,〜する（行為）
しょっぱさ,n,〜がある・高まる（存在・性質）
しらふ,n,〜である・になる（状態）客観
しり押し,e,〜する（行為）
しり切れ,n,〜する（出来事）
しるし,e,〜がある・高まる（存在・性質）
しるべ,e,〜がある・高まる（存在・性質）
しわ,n,〜がある・高まる（存在・性質）
しわ寄せ,n,〜する（出来事）
しんどさ,n,〜がある・高まる（存在・性質）
し損ない,n,〜がある・高まる（存在・性質）
じかん,e,〜がある・高まる（存在・性質）
じっくり,e,〜する（出来事）
じゅもん,e,〜がある・高まる（存在・性質）
じり高,n,〜である・になる（状態）客観
じり貧,n,〜である・になる（状態）客観
すうっと,e,〜する（出来事）
すかっと,p,〜する（出来事）
すかんぴん,n,〜である・になる（状態）客観
すきだらけ,n,〜である・になる（評価・感情）主観
すきっと,p,〜する（出来事）
すさまじさ,e,〜がある・高まる（存在・性質）
すっきり,p,〜する（出来事）
すったもんだ,n,〜がある・高まる（存在・性質）
すってんてん,n,〜である・になる（状態）客観
すっと,p,〜する（出来事）
すっぽかし,n,〜する（行為）
すてき,p,〜である・になる（評価・感情）主観
すばやさ,p,〜がある・高まる（存在・性質）
すばらしさ,p,〜がある・高まる（存在・性質）
すみれ,e,〜である・になる（状態）客観
すり,n,〜である・になる（状態）客観
ずぶ濡れ,n,〜である・になる（状態）客観
ずぼら,n,〜である・になる（評価・感情）主観
ずる,n,〜する（行為）
ずれ,e,〜がある・高まる（存在・性質）
せかせか,n,〜する（行為）
せき,n,〜する（出来事）
せき払い,n,〜する（行為）
せせら笑い,n,〜する（行為）
せつなさ,n,〜がある・高まる（存在・性質）
せり,e,〜がある・高まる（存在・性質）
せり上げ,e,〜がある・高まる（存在・性質）
ぜんそく,n,〜である・になる（状態）客観
ぜん息,n,〜がある・高まる（存在・性質）
そいつ,e,〜である・になる（状態）客観
そいつら,e,〜である・になる（状態）客観
そういうの,e,〜である・になる（状態）客観
そしり,n,〜がある・高まる（存在・性質）
そそくさ,e,〜する（行為）
そっと,e,〜する（行為）
そつ,e,〜がある・高まる（存在・性質）
そねみ,n,〜がある・高まる（存在・性質）
その間,e,〜である・になる（状態）客観
その場しのぎ,n,〜である・になる（評価・感情）主観
その場逃れ,n,〜である・になる（評価・感情）主観
その他,e,〜である・になる（状態）客観
その道,e,〜である・になる（状態）客観
そり,e,〜がある・高まる（存在・性質）
そり味,e,〜がある・高まる（存在・性質）
それきり,n,〜である・になる（状態）客観
それきり・それっきり,n,〜である・になる（状態）客観
それっきり,n,〜である・になる（状態）客観
それなり,p,〜である・になる（評価・感情）主観
ぞうり,e,〜がある・高まる（存在・性質）
たおやか,p,〜である・になる（評価・感情）主観
たくさん,e,〜である・になる（評価・感情）主観
たくましさ,p,〜がある・高まる（存在・性質）
たしなみ,p,〜がある・高まる（存在・性質）
たたずまい,p,〜がある・高まる（存在・性質）
ただれ,n,〜がある・高まる（存在・性質）
ただれ目,n,〜である・になる（状態）客観
ただ事,e,〜である・になる（状態）客観
ただ者,e,〜である・になる（評価・感情）主観
たっぷり,p,〜である・になる（評価・感情）主観
たね,e,〜がある・高まる（存在・性質）
ため,p,〜である・になる（評価・感情）主観
ためらい傷,n,〜がある・高まる（存在・性質）
ため息,n,〜がある・高まる（存在・性質）
たらい回し,n,〜する（行為）
たるみ,n,〜がある・高まる（存在・性質）
たわし,e,〜である・になる（状態）客観
だみ声,n,〜である・になる（評価・感情）主観
だらしなさ,n,〜がある・高まる（存在・性質）
だらだら,n,〜する（行為）
だらっと,n,〜する（行為）
だらりと,n,〜する（出来事）
だらんと,n,〜する（出来事）
だるさ,n,〜がある・高まる（存在・性質）
だれ気味,n,〜である・になる（評価・感情）主観
ちゃめっ気,p,〜がある・高まる（存在・性質）
ちゃらんぽらん,n,〜である・になる（評価・感情）主観
ちょい役,n,〜である・になる（評価・感情）主観
ちょっかい,n,〜する（行為）
ちょんぼ,n,〜する（出来事）
つき,e,〜がある・高まる（存在・性質）
つぐみ,e,〜である・になる（状態）客観
つじ強盗,n,〜する（行為）
つっけんどん,n,〜である・になる（評価・感情）主観
つつましやか,p,〜である・になる（評価・感情）主観
つながり,p,〜がある・高まる（存在・性質）
つばさ,e,〜がある・高まる（存在・性質）
つまずき,n,〜がある・高まる（存在・性質）
つまらなさ,n,〜がある・高まる（存在・性質）
つまり,e,〜がある・高まる（存在・性質）
つもり,e,〜がある・高まる（存在・性質）
つや,p,〜がある・高まる（存在・性質）
つらさ,n,〜がある・高まる（存在・性質）
つわもの,p,〜である・になる（評価・感情）主観
つわり,n,〜がある・高まる（存在・性質）
ていねい,p,〜である・になる（評価・感情）主観
てんかん,n,〜である・になる（状態）客観
てんこ盛り,p,〜である・になる（評価・感情）主観
